text,solution
The new Waddesdon Collection room at @britishmuseum is quite something. I haven't seen so much bling since Vienna!,joy
"@tateliverpool I'm trying to book the members curator talk or guided tour for pollock, but the links don't work. Are they sold out?",sadness
A new look at ancient Egyptian textiles http://t.co/UJQ8z84c2E via @britishmuseum,joy
Come &amp; hear songs from the @smithsonian Folkways archive played by @britishmuseum’s @GlennCumiskey &amp; band. July 7. https://t.co/Pc6XQZvJMh,neutral
"Looking forward to a workshop @britishmuseum on working with older ppl, exploring diversity &amp; sustainable partnerships #agefriendlymuseums 😊",joy
Vast Database of African Rock Art Goes Online http://t.co/eqhIWYfiZ8 @britishmuseum,neutral
"Nicholas Penny, outgoing director @NationalGallery, is knighted ""for services to the arts."" http://t.co/h13pG6y7y5",neutral
Day 56:  @NationalGallery of Australia gardens in Canberra. #100daysofAustralia #apicaday http://t.co/WppSpikB8I,neutral
"Fallen Emperor: Napoleon in #Plymouth Sound in 1815, exhib @PlymouthMuseum until 26th Sept #art #waterloo200 http://t.co/j3EBiKGYZe",neutral
@OptimoPrincipi @britishmuseum that one looks so real,surprise
Coffee time: I'm thinking of you @britishmuseum Pen is a pen is a pen... Like a rose http://t.co/95NVs9wx0v,neutral
James Richards accompanying Francis bacon goosebumps ❤️ @_TheWhitechapel,neutral
@britishmuseum on INSTA. Today is the longest day in the northern hemisphere – here’s the #SummerSolstice at Stoneh… http://t.co/Mh3IFM2NkB,neutral
We're open until 9pm tonight. Start your weekend with us: http://t.co/j5IFZpwXdV http://t... http://t.co/4GDmFSPrRR via @NationalGallery,neutral
Make an LED circuit brooch at the British Museum this weekend http://t.co/JzHniW3ttP @britishmuseum,neutral
"Dear @NationalGallery, #divestment is on the up. Will u join in &amp; stop accepting $ from the fossil fuel industry? #AskTheGallery",neutral
Short video clip of Termas: Underwater Throne performance @Tate_StIves last weekend https://t.co/OmjF1Bd10f,neutral
Little bit excited about this tomorrow. It's a BIG weekend for @kettlesyard and friends.  #CastleHill15  https://t.co/WwdLeSc4RN,joy
@pwadey @NationalGallery I think for web viewing it is hard to get the right balance. They cannot help the Forgers and Copyists too much!,neutral
Today @LouieJamesKeen and I are off to look at some mummies at @britishmuseum #happysuday,joy
@periscopeco @britishmuseum ok 10 mins...,neutral
Enjoyed the excellent artist talk by Glen Ligon. @tateliverpool,joy
Please have a look and comment on our Lichtenstein Art! @ngadc @Tate @NationalGallery @MuseumModernArt  http://t.co/TBxqUoT9EZ,neutral
"@britishmuseum @basilissa11 Hi, Israel!",neutral
@britishmuseum Did Napoleon really say Britain was a nation of shopkeepers?,surprise
@tarbosaur @profjoecain @britishmuseum yes mermaid wonderfully scary  for the kids - but now seems to have gone last time we looked,sadness
We popped to @FitzMuseum_UK at lunch today to see this lovely exhibition! Highly recommended! #MOOi #cambridge https://t.co/B7XttaxXx3,joy
Unmissable! @TheCassArt Summer Show opens tonight. En route via @_TheWhitechapel http://t.co/jiu97u6zce http://t.co/BIrGcex54y,joy
@spacedlaw I was at the @britishmuseum earlier today and thought if you.. http://t.co/4kNHN8ojXB,neutral
#UK to try to block departure of #Cezanne painting &gt; http://t.co/hILLrpQI5e @edvaizey @FitzMuseum_UK http://t.co/0U7seGXmGG,neutral
@FitzMuseum_UK  It's beautiful - the colours are so lush and vibrant!,joy
"#NG365 Cornelis Bega's ""An Astrologer"" (1663) @NationalGallery #art #twitart http://t.co/9j0EVzsE3T",neutral
It's amazing &amp; uplifting to visit @NationalGallery in #London. Art is the way to purify the soul @GreatestCapital https://t.co/FtvPHYJAxt,joy
"@lisaj2108 @classarch @FitzMuseum_UK the Herakles one? Yes, found it very  interesting!",joy
@LabbyTheRat is sending us to @RAMMuseum this Friday. Come to see the latest 3D visualisations of weather forecast data,neutral
#JamesRichards combines new installation with turbulent #francisbacon at @_TheWhitechapel http://t.co/oQS2NChfKB http://t.co/jgA4SNombE,neutral
"Lost in the exquisite crosshatching of this Hendrik Goltzius silverpoint self-portrait @britishmuseum, on view @ngadc http://t.co/KvakpZhVbb",joy
"#Repost @britishmuseum ・・・ Cupid finds Psyche in this watercolour by Edward Burne-Jones, who died… https://t.co/QrRFufm0YK",neutral
Testimonis de la civilització assíria procedents de Nínive amb 3500 anys d'antiguitat al @britishmuseum avui http://t.co/T5gIjw2Rsf,neutral
Loving the Monets at @NationalGallery in London.  #inspiration #creativity http://t.co/JvGPYMudFB,joy
Book spotting at @kettlesyard the other week http://t.co/gvoyP0XCgM http://t.co/7UKwsDPucb,neutral
@britishmuseum wonderful ....gorgeous,joy
Great visitor services from @kettlesyard who sent me a new bag for life when mine was faulty - will muss you dearly! #thankyou,joy
@sallyfryer1 @karolinaglusiec is putting all of the shots together so will be on @kettlesyard website soon,neutral
#DefiningBeauty @britishmuseum stunning. See it while you can - awe inspiring and uplifting.,joy
FREE PENS GIVEAWAY on our FB page... @plymouthart @PlymArtsCentre @PlymouthMuseum @plymlibraries http://t.co/0NuvMPbxTr,neutral
Another lovely visit to @_TheWhitechapel I'm always delighted &amp; uplifted by the Children's Commission showing the wonderful school projects,joy
19thc Aussie indigenous resistance leader Jandamarra weapons @britishmuseum: http://t.co/CiW59aU1cy #twitterstorians http://t.co/thsHIAzYxs,neutral
@Culture24 @britishmuseum EXQUSITE!,joy
Jericho skull (ME 1274142) &amp; Amenhotep III (EA 3) and a glass of rosé with @sarahdawnscott @britishmuseum,neutral
.@_TheWhitechapel @marieantoynette Definitely one our our favourite places too! We're absolutely thrilled we're now a short walk away!,joy
Mini-potter around @britishmuseum galleries I rarely see - love the Clocks gallery &amp; the incredible automata #museums http://t.co/VR2kVF0daS,joy
There's still time to enter our art DVD and book bundle giveaway. Find out more here: htt... http://t.co/DgKCO1nVZQ via @NationalGallery,neutral
"Saw these and thought of you @EgyptMcr #AnimalMummies (EA 6773, 11134, 6752, 26847) @britishmuseum #GiftsForTheGods http://t.co/OVDXEm2ieX",joy
"I'm at @NationalGallery in London, Greater London w/ @sivia_t https://t.co/8sSfw4gBz5",neutral
@NationalGallery @Postgate do today's visitors to a picture gallery have different expectations to those of yesteryear?  Can you illustrate?,neutral
#artnews for your Sunday afternoon: fantastic new exhibit @NationalGallery http://t.co/RgeZtedTWk. We &lt;3 #DCmuseums!,joy
Just a little bit excited! The Castle Hill Open Day 2015 schedules have arrived @kettlesyard :)… https://t.co/6pWVeB3ypU,joy
FINALLY it's #DefiningBeauty @britishmuseum day! Can't wait to feel overwhelming awe.,joy
Last chance to see Kettle’s Yard for two years!!!! @kettlesyard @Cambridge_Uni  http://t.co/l0na03S7XD,neutral
"A ‘sparkling show’ of Turner, Singer Sargent &amp; Cézanne watercolours @FitzMuseum_UK, Cambridge http://t.co/DE5pfaXQGt http://t.co/IgXoaHmhGJ",joy
Ancient beauty and modern lives http://t.co/KbfVyv4HLh via @britishmuseum,neutral
Bacchae are getting ready for performing at the @britishmuseum on the 23rd July! Have a look here for more details! http://t.co/9n17H49HsU,neutral
So... @TimesSquareNYC and @britishmuseum are responsible for trending #SummerSolstice in America. Hell yeah: http://t.co/cEqC4SLbVS,joy
Another wonderful day! At the Castle St Methodist Church. Please come by! @kettlesyard @LorenPhoto @CambridgeNewsUK http://t.co/LiWuYwEAGP,joy
@HistoryNeedsYou @britishmuseum is there any particular message?,neutral
"""San Juanito con cordero"" de Bartolomé Esteban Murillo (h. 1665) @NationalGallery @Investigart @cipripedia @CCasconM http://t.co/RIJJKUTtBR",neutral
Do you know what's hidden in Holbein's 'The Ambassadors'? Visit room 4 to find out: http:... http://t.co/TvRAWxX2I8 via @NationalGallery,neutral
"@NationalGallery A book symbolises wisdom, armour - resistance to hardships of life, glass may be for medicine?",neutral
@JohnConstableRA I only really know the de Hoochs in the @NationalGallery. Thanks for posting these.,joy
⭐️⭐️⭐️⭐️⭐️ @guardian Jackson #Pollock Blind Spots @tateliverpool!  https://t.co/5ibpzaGJe6,neutral
"@NationalGallery Wait, no, is there a secret Leonardo drawing slipped inside one of the books?",surprise
@britishmuseum @TripAdvisor @ToutLunivers   Always my first stop in London.,joy
'Watercolour: Elements of Nature' opens this week at the @FitzMuseum_UK http://t.co/hPALcng9R3 http://t.co/poQhPRjDe2,neutral
@findsorguk @britishmuseum Many thanks for that.,joy
Today I'm at my favourite museum @britishmuseum - pictures to follow http://t.co/btThcsfzTW,joy
EXPOSE yourself to the elements; Watercolour - Elements of Nature opens @FitzMuseum_UK today 16 Jun-27 Sep 🎨☔️⛅️ http://t.co/yfQYrvaFWq,neutral
"""The Ancient Egyptian exhibition never fails to teach me something new. There's a..."" Foursquare Tip @britishmuseum http://t.co/hbZEZzk7kX",neutral
Had a fantastic day at the @britishmuseum - managed to get into both #8mummies and #IndigenousAustralia exhibits. Both great!,joy
"Taking the day off work to go to the Gaudier-Brzeska exhibition at @kettlesyard. Just in time, too - closes on Sunday!",joy
Inspire your budding junior artists @NationalGallery #FamilyProgramme https://t.co/LG4CEyKY2j #Children #DubliNow http://t.co/7eUCl4S6S5,neutral
LAST CHANCE to see The Production Line of Happiness by American photograpgher #ChristopherWilliams  @_TheWhitechapel http://t.co/vkIQ0vRW9Y,neutral
.@GoldUnveiled @museiincomune @britishmuseum @MuseeLouvre @MarDixon @Museo_MADRE @louvrepourtous @museecarnavalet Torna la @MuseumWeek ! ;-),joy
"Event @NationalGallery, 19 June 6.30pm: James R. Banker on who Piero della Francesca really was. Info: http://t.co/7az5fpa6m2",neutral
Gorgeous! Look at the craftsmanship!!! Repost @britishmuseum with repostapp. ・・・ Born #onthisday in… https://t.co/W0zWw52bQc,joy
@classarch @Needforcaffeine @FitzMuseum_UK Fancy!  And lucky!!   Don't forget to let me know if the Haka workshop gets booked in :),joy
@NationalGallery oh god!,surprise
"@CamUnivMuseums Our favourite is @computermuseum 'cos of all the old-school videogames they have for you to play, &amp; the ancient computers!",joy
Our manager Rosh has a piece in #EvolverPrize2015 (@SimonEvolver) exhibition which starts next week @ThelmaHulbert https://t.co/30vLHDS0jm,neutral
"@britishmuseum Hi been trying to phone for two days and no one ever picks up, are your phones down?",sadness
Next week the @RandomActsNorth Roadshow will be @eden_arts @tateliverpool &amp; Sunderland Library - book your place at http://t.co/ePJlhTVU55,neutral
@Tate @tateliverpool Got my train ticket booked already! #cantwait,joy
.How To Make A Turquoise Goblet. via @britishmuseum https://t.co/mgnzAKnDSf,neutral
Great news for #barbarahepworth legacy in St.ives with Palais de danse workshop passing to @Tate_StIves  http://t.co/Wfj2o6B7xV,joy
"Laura Smith from @Tate_StIves brilliant on Woolf and Kristeva, feminine vs. masculine time #materialhistories",neutral
nigga wearing chestnuts @EuropesHistory @NationalGallery,neutral
Discover The Arts with Social Media: Rod McIntosh Co-Founder of NOHO Artists https://t.co/d5VDMg914E @NationalGallery #London #Art #Video,neutral
"@BMAGcurators @NationalGallery Yes, it is.  It's hard to believe that Bernard Berenson disparaged Reni.",surprise
@LisaLooly @newmanmpaul @DrawntoDevon @MooseAllain @DavidSmithArt yes see you all @ThelmaHulbert! #EvolverPrize2015 #Art #southwest,joy
.@Tate_StIves acquires Barbara Hepworth's Palais de Danse workshop - BBC News. Great news!#barbarahepworth #sculpture http://t.co/7XWE7Rg2Cs,joy
@kettlesyard thanks - we'll let them out again past the massive door.,neutral
We're next door to @AFCCommunity @britishmuseum http://t.co/O3Svv8LHAE,neutral
"The Greek inscription on the sitter's cap in this work translates to 'Alas, I desire too ... http://t.co/MveAPjvQuO via @NationalGallery",neutral
"#LastChance See Christopher William's exhibit ""The Production Line of Happiness"" at @_TheWhitechapel. Closes Sunday!",neutral
@NationalGallery http://t.co/An3oyQUZ1a,neutral
"@EricParis @NationalGallery En fait, série de Monet de12 toiles, 3e expo impressionniste en 1877 + pont de l'Europe http://t.co/TYi418gbkw",neutral
Very interesting conference coming up @NationalGallery #artmarket http://t.co/mGFBQ8eB9P,joy
@morbidanatomy Lessons in Death and Living. Death in @NationalGallery paintings. Can we still relate to them? http://t.co/fS8dtBot3Z,neutral
"Gold finger ring/armillary sphere, German, 17thc. @britishmuseum. Curious to know how this is worn on the finger. http://t.co/N4aMqeD8Ad",surprise
@dpanikkar @Chemburstudio @DalrympleWill Here a #Girl luring quicksilver from a mine with her beauty c18th #Mughal @britishmuseum,neutral
Review of a super workshop at @NationalGallery looking at Canaletto’s Festival of St Roch from my art diary.  http://t.co/RMfmmwZLd6,joy
Last weekend to go to @kettlesyard in #Cambridge for two years this weekend. GO GO GO! http://t.co/5E95jO4Prq #art #culture #refurbishment,joy
@artfund @NationalGallery @HelenHillyard @BM_AG That's a very fine Matthias Stom.,joy
"@britishmuseum ""valleylist) v340 r.1—medium is the message should work for most people most of the time--internet https://t.co/dEfVUqdeAP",neutral
@britishmuseum it's a greave!,neutral
"Saw this &amp; thought of you @BiomedBabe... Mummy of unidentified man, Roman Period (EA 6714) @britishmuseum #DeadThings http://t.co/ssx7k5kZRF",neutral
Undoubtedly one of the most beautiful museums in Europe.. missing a few marbles though @britishmuseum .....#Greece  https://t.co/jgiE6hWXuP,joy
@DrIanCooper @Jon__Nash @PlymouthMuseum @BarbicanTheatre @ZoeBloss Currently filming 'The Spice Box' for a permanent legacy in the House.,neutral
Lovely reception at the @NationalGallery on Monday #eventprofs http://t.co/XTL0D9c1Ea,joy
Looking forward to volunteering for @TPTgeneral with a visit to @NationalGallery today,joy
Your courteous reminder - @KettlesYard Cambridge closes for a two year refurb on Sunday. http://t.co/d1aFgRfWSw,neutral
Just realised that was you @MarcusRomer at @kettlesyard talking to @andrewnairne just before you came &amp; put your halfpennies in the box,neutral
From The Tomb Of #Nebamun — 1350 BC | #Egyptology #Archaeology #AncientEgypt @britishmuseum http://t.co/8nQay7vKDa,neutral
"@NationalGallery do u consider 1 work the 🌟 around which you build engagement w collection, or do u take a holistic approach? #AskTheGallery",neutral
One of my favourite galleries in @britishmuseum. http://t.co/IYFEf93Qfs,joy
@NationalGallery hi what's the strike about please?,neutral
"LATEST PURGE ANNOUNCEMENT: Athens Now @_TheWhitechapel , new Frans Zwartjes album, Endless Tape Series, EC1 &gt; &gt; &gt; http://t.co/9cflGcCQOW",neutral
"""@tateliverpool: Everything you need to know about Jackson #Pollock http://t.co/bwHgywunVD"" &gt;&gt; gotta go @CheshireCaveman",neutral
"Excited for our @LAHP_DTP #SummerSchool session tomorrow. With speakers from @V_and_A, @NationalGallery, @UkNatArchives and @britishlibrary.",joy
"“@pwadey: #NG365 No.51 Bronzino's ""Portrait of a Young Man"", on loan to @NationalGallery #art #twitart http://t.co/lpGb3CHXjO”",neutral
Review of display at @NationalGallery of their El Greco's to mark the loan of an altarpiece from the Louvre. http://t.co/cdGsyMTGPw,neutral
#Minneapolis #rock the garden @RichPreston @arishapiro @britishmuseum http://t.co/43BOeJD7gH,neutral
@jbenedictbrown @kettlesyard Such a lovely space (and nice to perform in too) x,joy
@UrchinSpock @britishmuseum well said,neutral
Second phase of Cornwall’s Tate St Ives steams ahead @Tate_StIves @ILoveCornwallUK @BAMConstructUK http://t.co/mFyrvx5P3n,joy
@PeterGraystone @britishmuseum It'll be fun!,joy
@newmanmpaul no worries. Good to hear we might see you on 4th. I wondered from some tweets if you might @SimonEvolver @ThelmaHulbert,joy
Head to the @FitzMuseum_UK for an Inside a Paris goldsmiths’ workshop: From design to gold box with Dr Heike Zech http://t.co/wAJivYj3nv,neutral
We’re feeling very Enid Blyton today: an Enid expo starts today @PlymouthMuseum  try @waterstones for Famous 5 action http://t.co/cpjRetgWD1,joy
WATERCOLOUR - Elements of nature exh @FitzMuseum_UK opens today. Accompanied by display of Turner watercolours. http://t.co/bHyDS7j4zz,neutral
@NationalGallery Now that's art. https://t.co/FikrfOg7dt,joy
@britishmuseum http://t.co/JQeFf28WqI,neutral
Ancient Jomon pot @britishmuseum reused 200 yr ago in tea ceremony http://t.co/u3wZZ5hmku #archaeology #objects2015  http://t.co/Y1yruFfmeh,neutral
So happy that my work has been selected to exhibit @ThelmaHulbert for the #EvolverPrize2015 !!,joy
Thank you #London for keeping those safe @BritishMuseum #Assyrian #Mosul #Iraq #Mesopotamia #War #Heritage http://t.co/F518duhIUe,neutral
@newmanmpaul oh yes it would: ask @AlisonBevanRWA :-D @ThelmaHulbert @LisaLooly @DrawntoDevon @MooseAllain @roshvarosha,neutral
@britishmuseum http://t.co/5DIo5FoL70,neutral
We license @lilianelijn's Koan sculptures in promotional materials for #IMOOS @Tate_StIves: http://t.co/opozycFQLQ,neutral
@britishmuseum @BBCRadio4 @Artangel - response from @nationaltrust originalility of #SoundsOfOurShores rebutted w- un-originality of concept,neutral
{ @britishmuseum } #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics http://t.co/0eKtVTa05h,neutral
"""Monet's 'Green Park, London'     http://t.co/EZ4K8wBBjW"" http://t.co/4P8b67Oq2h  @NationalGallery",neutral
"Only a few days left to enter @BritishMuseum comp to #win a trip for 2 with @Eurostar, @Voyagessncf_UK, @HotelJuana http://t.co/V12iMSCeRN",neutral
Favourite picture of the day. @NationalGallery http://t.co/SjspfQRdvz,joy
"@britishmuseum Thanks so much for fave + RT today, much appreciated! Have a good weeked:)",joy
Coin Room @britishmuseum displays Genesis Block http://t.co/T2XT0zThoj   https://t.co/MJ4ycoszAv @Suitpossum http://t.co/uF21eAbIPO,neutral
@NationalGallery @Joos4 Precies Sint Jan is de dag dat echte labbekakken geen werk meer hebben #eindvanaspergeseizoen,neutral
@AnnHawkins @BBCCambs @FitzMuseum_UK Are there some 'Turners' in there Ann?,neutral
Excellent Christopher Williams @_TheWhitechapel http://t.co/zlHpkBm23F,joy
A Twitter Q&amp;A at 14.00 BST .@britishmuseum #Waterloo200 #BonaparteAndTheBritish &amp; @aroberts_andrew http://t.co/kSTxzZv9GI,neutral
@NationalGallery After staff privatisation next selling off donated works. Councils can do this without  consultation. Ask about missing art,anger
@hmassyberesford @NationalGallery thank you for coming Helen- it was lovely to meet you and I am so glad you enjoyed it!,joy
"If you're in to moving image, there are screenings/events/discussions on the topic at @_TheWhitechapel tomorrow! http://t.co/uiteakch3z",neutral
@britishmuseum @state_hermitage,neutral
Fascinating exhibition coming to @britishmuseum. Stay tuned for details. http://t.co/t2Gc67Bw2j,joy
Our Anniversary conference is from 9 to 5 on July 3 @britishmuseum. Attendance is free  booking is essential through the BM box office.,neutral
"Jackson Pollock: Blind Spots, Glenn Ligon: Encounters and Collisions, + Geta Brătescu @tateliverpool http://t.co/gj0ACdAQp3",neutral
"@britishmuseum and for public urinals called ""vespasiennes""",neutral
Very intense and well written on #LGBT history and exhibition #DefiningBeauty on @britishmuseum of R.B.Parkinsson http://t.co/tq4A97psTM,joy
"Today 1.10pm @PlymouthMuseum, £2:  http://t.co/gZePLguN0D Making and Promoting British Art http://t.co/plWykQbEB4",neutral
@britishmuseum #AncientLives exhibition. Wow!,joy
members &amp; supporter email you MP urging them to attend debate 25 June #noprivatisation @NationalGallery #reinstatecandy @etiennelefleur,neutral
@NationalGallery @GH_Sudbury Wonderful landscapes too.,joy
@NationalGallery yes it's a bit of #skullduggery,neutral
"@blaircurator @alex_neilson @Tate_StIves Hang on, that building has only just been renovated and at very great expense ...",surprise
We’re really excited about the Jackson Pollock exhibition @tateliverpool at the end of the month! http://t.co/N3zsrHlRno,joy
My article out now on why ancient Greece is on everyone's lips: @TheConversation https://t.co/6uxlkgRTyH @britishmuseum @AlmeidaTheatre,neutral
Join our Monday night half price wine club at #NationalCafe @NationalGallery and enjoy our new bar menu @oliverpeyton http://t.co/uWM9Wjr9fb,neutral
Been talking clay pipes and pottery with @MAACambridge today. The beginnings of a fab collaborative project. http://t.co/Cx0mbgbbfD,joy
"""Athens Now!"" A symposium of radical film from contemporary Greece @_TheWhitechapel 4 Jul, 1.45pm http://t.co/9WNObAf84v",neutral
@britishmuseum http://t.co/oxs4tQRAf4,neutral
Lunch time at the @britishmuseum #refuel http://t.co/3B4vHZo5jj,neutral
Why Jackson Pollock gave up painting @DallasMuseumArt @TateLiverpool http://t.co/G7dHaO8SSJ,neutral
#FF @AboutLondon @MadameTussauds @BateauxLondon @britishmuseum @thetattershall @ThamesRIBExp @OXO_Tower @girlaboutthames @thamesclippers,neutral
@britishmuseum so greave sis the fancy name for shin guards my english is progressing by leaps!,neutral
Doing research about the @britishmuseum  British Museum - one of the most fabulous places for archaeology! http://t.co/sGSdtGMFGQ,joy
"Incidentally, he'll be in convo tomorrow @_TheWhitechapel talkin' theatricality in contemp art &amp; stage design @7pm!",neutral
.@FeigelsonMia Within a day I realised we needed to buy two of Titian's greatest painting... http://t.co/tsKarlabqH via @NationalGallery,joy
@britishmuseum Any favourite artwork(s) made to commemorate #Waterloo200 ?,neutral
Construction steams ahead on Tate St Ives phase two @Tate_StIves @BAMConstructUK http://t.co/zhvvCE8Sbh http://t.co/3aoebpU1Hn,neutral
@NationalGallery @inDOMEstico ☕,neutral
"Budding artist that cant stop drawing, get your kids artwork on the walls of @Tate_StIves &gt;&gt; http://t.co/SbmINe79fR http://t.co/hN1kCapDbV",neutral
"@SassyClyde @ReclaimOurBard I know, so disgusting. @britishmuseum should be ashamed.",disgust
Late Pollock set to be one of the most provocative &amp; absorbing shows @tateliverpool @guardian http://t.co/8oxmUKUaBQ http://t.co/ZFGcKcE34w,joy
@britishmuseum @Nickuae I believe Mrs Thatcher thought it was a compliment and used it frequently in her speeches http://t.co/JIOeLfpcLx,neutral
Showing your workings @_TheWhitechapel's The Production Line of Happiness. Really interesting hang and subject http://t.co/hKfe8b8AME,joy
@tateliverpool always manage to be fresh and unexpected &amp; they've done it again with #pollock . Brilliant. http://t.co/u8gzs44q2X,joy
@britishmuseum @aroberts_andrew Any analysis of metal compounds within the Prussian forces swords? #BonaparteAndTheBritish #Waterloo200,neutral
"Wish @britishmuseum would help more with improvements to Bloomsbury Sq, where hundreds of visitors to the museum pass through every day!",sadness
The Cantabridgia Daili is out! http://t.co/b2Ev7DwAer Stories via @Catz_Cambridge @pembroke1347 @CamUnivMuseums,joy
Artist Jackson Pollock's black pourings to be exhibited @tateliverpool in largest exhibition for 3 decades - http://t.co/juNfQrSF66,neutral
"What a treat RT @FitzMuseum_UK: Exhibited for the first time in 15 years, Ruskin's Turners are on (cont) http://t.co/nzTlTnecQO",joy
Patients of Sharp Ward are enjoying historic views of the city thanks to @PlymouthMuseum http://t.co/NXCsfNc498 http://t.co/h8XGCYYnZe,joy
"@britishmuseum Вообще, 1042 год !!!",neutral
The crowds were out in force at the @britishmuseum today. Lovely warm afternoon. http://t.co/Ee0blq5hRq,joy
#objects2015 at the @FitzMuseum_UK for the second keynote by Tim Knox http://t.co/cRD3Iqnpf6,neutral
This Sat #CastleHill15 is packed with free events indoors &amp; out for all ages - plus last chance to see @kettlesyard http://t.co/PKWMQ9VK4P,neutral
"My favorite museums in #London are @I_W_M ,@britishmuseum and @NHM_London.Fantastic artifacts in Military,Human Civilizations and Geology.",joy
Looking forward to Honiton Ice cream shop visit on the way to @ThelmaHulbert in July to see @SimonEvolver Prize 2015. Glad to be showing too,joy
@Godchecker Odin blesses you! = :0) #FF @RevRichardColes @rickygervais @xeni @GSpellchecker @britishmuseum @TalesofBritain @ChuckWendig,joy
Checking on the @winsorandnewton archive @ the #HamiltonKerrInstitute thank you for showing us around @FitzMuseum_UK http://t.co/fch1T5kg0e,joy
Gaaf het @britishmuseum gebruikt periscope om rondleidingen te streamen https://t.co/MC1FdxS2S3,joy
I'm back! @tateliverpool #bestartgallery #bringonpollock http://t.co/gquHw9Q0FJ,joy
Saw this on visit @britishmuseum with daughter.History of 'zar' ceremonies where used -fascinating. #SudaneseLyre  https://t.co/EEHlKPC98u,joy
A marvellous piece on @tateliverpool &amp; rightly so. Jackson Pollock exh opens June 30 so make your way to Liverpool! http://t.co/fP34V5a0zB,joy
@RAMMuseum @IGersExeter Fantastic!,joy
"Now in Parliament: whistles,  banner, leaflets confiscated. 3 managers here on @NationalGallery time.  #noprivatisation #reinstatecandy",anger
@NationalGallery lots of disappointed people at the gallery today #strike #sadface,sadness
Celebrate the Feast Day of John the Baptist next week at our talk on his life depicted in... http://t.co/YhEv3XxytU via @NationalGallery,neutral
Off to see @opticalmeg s first solo exhibition @RAMMuseum tonight!,joy
"@britishmuseum Thank you for this interesting information, have a nice day!",joy
"Students ages 16+ can get a taste for subjects they are interested in as arranged by @CamUnivMuseums, sign up now http://t.co/DLxurdH8nP",neutral
"Roman gem engraved with Odysseus, his ship, and three sirens. Via @britishmuseum archives http://t.co/hVv9zAdJy0 http://t.co/BI5lZ94IlE",neutral
Start your @_TheWhitechapel #FirstThursday at Ceviche Old St Gallery from 6pm next week: http://t.co/pirzExyTqa http://t.co/prI0f9ADS0,neutral
Beautiful Roman period statue of girl playing knucklebones tucked away where I hadn't seen it before @Britishmuseum http://t.co/N8cuekPI6q,joy
Cool thing to stumble upon @_TheWhitechapel tween meetings  #yearofpercussion #persepolis http://t.co/Kx3Ozg6peX,joy
Delighted to have work selected for the #EvolverPrize2015 @ThelmaHulbert on July 4th http://t.co/8OXvuK3NGF,joy
And two works from @kettlesyard are part of the rather thrilling story of Hepworth and Ben Nicholson in London in the 30's @Tate #Hepworth,joy
"@NationalGallery thanks for fav-ing. I spent 40m in yr place b4 a biz meeting and you know what, my heart soared! #artforthesoul",joy
BritishMuseum: RT @Lalafashionista: LOVED Ancient Lives &amp; New Discoveries @britishmuseum so fascinating and ama…ht… http://t.co/UAn75m6uLW,joy
Watercolour: Elements of Nature' opens this week at the @FitzMuseum_UK http://t.co/4uBSQbL3cK,neutral
Don't forget to check out @NationalGallery this weekend! http://t.co/CtdZWEZB3f,neutral
@NationalGallery superb. Great to see you educating people. My personal all time favourite?  Carravagio.,joy
@NationalGallery Hayden's Surprise symphony?,neutral
"@britishmuseum The craftsmanship is so stunningly beautiful, hope to see it in person soon!",joy
Downtown @washingtondc #JazzInTheGarden @NationalGallery http://t.co/DEFAizxk4Y,neutral
Thank you Dr Doria Tichit and @BagriFoundation for a facinating afternoon @britishmuseum http://t.co/7fi5Rly998 http://t.co/ksFKynSXn3,joy
@AFunderburkArt @thegetty might end up closer to you once most of them are back at @Tate or @NationalGallery 😎,neutral
Dear @britishmuseum here you are #Pizzidimonte where was found the #Offerente that now is in you #museum #regards http://t.co/WPLOPGGMQw,neutral
@benfaster the @britishmuseum could keep you busy for so long! its packed with history!,joy
@MrStuchbery @britishmuseum That's my favourite bit. It's got a mermaid and everything!,joy
Must see @tateliverpool #onlyinLiverpool #Pollock  https://t.co/6QBypec4l6,joy
"“Every good painter, paints what he is” said artist #JacksonPollock. View his black period through Blind Spots exhibition at @tateliverpool",neutral
@britishmuseum diving deep into this.,neutral
Have you seen the summer menu at the Great Court Restaurant @britishmuseum? http://t.co/h7A5kuAOtE http://t.co/IPAACULv5h,neutral
Work by @ACSArtists' #AnthonyCaro &amp; Renaissance painter #Duccio displayed together at @NationalGallery for first time http://t.co/UrzoEkqu6U,neutral
NEW » Portrait Of An American Dream: Jackson Pollock &amp; Glenn Ligon Revealed @tateliverpool http://t.co/ZNw3pvph6y http://t.co/bq38cLzIQD,neutral
Cant wait to go to the #AudreyHepburn Exhibition @NationalGallery #icon Idolised this lady since I was a little girl. http://t.co/pfM5K4olf6,joy
Looking forward to tonight's talk on my hero Napoleon with @aroberts_andrew @britishmuseum,joy
@NationalGallery @ivanalepojev Amazing,joy
GLORIOUS PERSPECTIVE OF KIDS they see things in such a twinkly way @kidsinmuseums @NationalGallery @V_and_A #rt #kid https://t.co/cOfEPDoi9c,joy
Wow theyre #3dprinting a very ancient #museum pot for the millionth visitor @RAMMuseum #Exeter #technology #history http://t.co/G9ppdPPZrn,joy
Encampment of the Royal Engineers in Bois de Boulogne after Battle of Waterloo by G.J. Scharf 1815 (@britishmuseum). http://t.co/X8GJH4xdBE,neutral
